submission_date,state,prob_cases,tot_death
665,15,0.007410685527690563,0.023246695048173876
46,15,0.2349580104797044,0.23260699081335426
467,27,0.07769697890180449,0.07324109343490925
633,22,0.06793346618449203,0.2571420569123908
792,11,0.7448524540367287,0.5333576069908134
367,3,0.5781329785980449,0.28676058704907015
497,25,0.43310350606602577,0.25061617745910825
998,15,0.0,0.00043412502800806635
855,0,0.003378015664565663,0.01779912614833072
741,26,0.00019508695117065263,0.015614496975128837
1000,25,0.1997271401300405,0.17611472103965942
351,26,0.18453261618148062,0.16918272462469192
175,15,0.09783806997467798,0.13781369034281873
61,26,0.21194167816675874,0.15716726417208157
670,27,0.0,0.014228097692135335
23,7,0.00017806594200811248,0.014648218686981851
340,27,0.6161382734412029,0.06691127044588842
323,20,0.7976673361596937,0.38956419448801255
327,0,0.22898494557204993,0.11593939054447681
912,25,0.010623728334219299,0.028330159085816715
742,21,0.0,0.00042012099484651583
644,14,0.22776467014593552,0.2222580103069684
359,25,0.18799573689185897,0.17033105534393905
471,15,0.0004438555466231627,0.008864552991261484
768,25,0.48175347817775693,0.2760615057136455
475,25,0.198649579319212,0.25750616177459107
827,3,0.0,0.030612816491149452
975,7,0.20992010600160782,0.18647770557920682
426,26,0.26932473728727013,0.05710844723280305
310,21,0.0017492360185502813,0.03890320412278736
208,26,0.26913095964449657,0.056982410934349095
289,24,7.855850382710845e-06,0.0
21,7,0.0,2.8008066323101054e-05
888,11,0.0,2.8008066323101054e-05
887,3,0.007973688138451507,0.32761035178131304
531,0,1.963962595677711e-05,0.001540443647770558
940,11,0.4737653876469371,0.27431100156845173
857,14,0.05304662970925498,0.1274647098364329
980,26,0.0024562625529942574,0.11673762043468519
704,14,0.19150075547094514,0.44111304055568007
524,20,0.5570269272364952,0.28407181268205245
59,3,0.0,2.8008066323101054e-05
387,11,0.00707026534443976,0.3253557024423034
565,7,0.0,0.0
762,24,0.0,2.8008066323101054e-05
613,20,0.2874521120453754,0.1437093883038315
841,20,0.5156737308219053,0.5706643513331839
403,0,0.8044534815819587,0.3923509970871611
877,0,0.0,0.0
427,11,0.45974924125578387,0.16380517589065652
634,24,0.0,4.201209948465158e-05
615,15,0.09986357006502025,0.28113096571812685
705,20,0.06084487052249261,0.2523526775711405
919,27,0.5617744794844467,0.2845339457763836
921,25,0.06056991575909773,0.2522266412726865
393,27,0.28800202157216515,0.14403148106654717
152,11,0.0,0.0007842258570468295
592,24,0.006321340941287993,0.3200621779072373
593,22,0.692504995011535,0.46287530808872956
227,27,0.20929294727938808,0.1860855926506834
67,11,0.1937017028865013,0.17983979386063187
676,20,0.0,0.06986612144297558
559,0,0.13639327434462567,0.4036662558816939
474,15,0.1951196838805806,0.17336993053999553
94,7,0.0392491378204205,0.3387155500784226
243,3,0.16023839887294733,0.10327974456643514
215,21,0.0342528169770164,0.03825901859735604
12,22,0.0,0.0009242661886623348
100,27,0.41848769642899225,0.20436085592650685
695,26,0.7189163639982088,0.07258290387631638
433,25,0.0,0.07003416984091418
794,7,0.013189972792571508,0.046437373963701546
781,24,0.6637473453772248,0.37187710060497425
453,24,0.5640723157213896,0.5796829486892225
828,11,0.0381650304676064,0.22109567555455972
631,21,0.06960152508242096,0.1339765852565539
74,26,0.021818315129582252,0.03436589737844499
113,20,0.07223061634383486,0.10829318843827022
982,27,0.159748717532425,0.10311169616849652
226,24,5.760956947321286e-05,0.0005741653596235716
341,24,0.04532563809144734,0.045877212637239526
774,3,0.0010697049604457933,0.023218686981850773
471,3,0.04505199263644957,0.04584920457091642
524,26,0.058460619931339865,0.24845955635222944
663,3,0.368963106307986,0.33071924714317724
756,15,0.411643941437254,0.35910542236164017
234,3,0.019695926217853207,0.04870602733587273
848,22,0.008299705929334007,0.057080439166479945
162,22,0.5468234868977508,0.283119538427067
116,0,0.14306943786153278,0.1386399282993502
653,26,0.4346340875822573,0.5214401747703339
246,21,0.0,0.0
721,26,0.11388233507296776,0.09109623571588618
699,7,0.17723714979273647,0.28208323997311224
369,11,0.22558336235633614,0.3039715438046157
274,24,0.5448765453112356,0.17877548734035403
4,11,0.0001754473252138755,0.004803383374411831
977,7,0.2743773583917503,0.05824277391888864
91,7,0.00043599969624045186,0.004103181716334304
177,21,0.2818391069469285,0.14141272686533723
724,24,0.0,0.028526215550078424
772,21,0.22192384538638998,0.46888303831503475
700,21,0.0,0.06647714541788036
862,26,0.07398770821276784,0.264830271118082
940,7,0.03405249279225727,0.20866009410710284
270,27,0.002673607746915924,0.13051758906565092
61,3,0.16719213577004355,0.1062906116961685
990,25,0.007654216889554599,0.05100268877436702
778,25,0.0006402518061909338,0.002100604974232579
369,26,0.3764209269379728,0.2436561729778176
960,14,0.21198881326905503,0.2636539323325118
24,20,0.27251814046784206,0.2685413399058929
992,27,0.0,0.0
536,15,0.6348679300619826,0.36439894689670627
582,27,0.5811718833877569,0.28712469191127044
180,24,0.005627407490815201,0.02712581223392337
768,14,0.15824170356734166,0.1021594219135111
924,24,0.0013014525467357633,0.01354190006721936
233,15,0.007034914017717561,0.05143681380237509
372,24,0.05008497411497299,0.24284393905444768
258,3,0.5463901058183046,0.5752156621106879
306,26,0.0385408019775794,0.0412418776607663
769,22,0.24284266564715185,0.16314698633206365
30,26,0.04624084466103315,0.34084416311897825
834,22,0.2822489204752266,0.27705579206811565
210,3,0.369194853894276,0.14903092090522072
461,26,0.296079145073989,0.058676898946896705
543,20,0.11307187317515142,0.0901859735603854
358,21,0.0,0.0
889,25,0.21410858356398982,0.29654940622899395
853,26,0.0,1.4004033161550527e-05
289,0,0.1273079833770206,0.10368586152812011
841,24,0.056387984738701324,0.046045261035178135
5,11,0.19638709440899127,0.17429419672865787
587,26,0.0,0.0
648,24,0.3715647020930604,0.2019381581895586
853,21,0.005839515451148395,0.02733587273134663
759,14,0.1289747329665524,0.10399395025767422
866,20,0.10782285581110346,0.11883822540891777
230,0,0.0,0.06986612144297558
42,14,0.7601189899471301,0.47917600268877436
578,25,0.0,2.8008066323101054e-05
11,26,0.0,0.03272742549854358
243,0,0.0,0.0691799238180596
760,20,0.012180496018393164,0.1566491149451042
347,22,0.4201217133085961,0.3237732466950482
245,3,0.0,0.06769549630293525
286,24,0.056660320885301964,0.09800022406453059
79,14,0.038082544038587934,0.08486444095899619
356,21,0.08251261518640624,0.11841810441407126
914,25,0.1943406453842951,0.4432556576293973
617,22,0.5865151709563974,0.5866429531705131
361,24,0.0,0.00011203226529240422
605,25,0.11463125947611952,0.14887687654044365
455,26,0.0,0.08777727985659871
247,26,0.7984529211979647,0.39036242437822094
490,26,0.1296673571086281,0.396902307864665
927,21,0.5980410127762313,0.0662110687878109
791,21,0.005546230370193856,0.2782461348868474
413,26,0.06523236296123662,0.350198857270894
841,27,0.16366093102301502,0.16331503473000225
665,3,0.42095836137435483,0.15642505041451937
378,3,0.0041217028341289565,0.023890880573605198
380,27,0.7975259308528049,0.543650571364553
68,25,0.06636229610794986,0.2558816939278512
52,25,0.0,0.03216726417208156
796,20,0.16160007960595055,0.1038819179923818
626,20,0.12206944048014957,0.13446672641720817
547,27,0.7766804318622816,0.49704514900291286
827,20,6.677472825304217e-05,0.0017925162446784674
259,26,0.15947245346063302,0.10287362760475018
834,0,0.4275520384622435,0.20506105758458437
599,3,4.844441069338354e-05,0.0016944880125476138
806,25,0.04718092809016421,0.04598924490253193
901,26,0.0005184861252589157,0.011917432220479498
142,0,0.7743380791398368,0.5384130629621331
585,15,0.5389479968890832,0.5736892224960789
283,14,0.12476268785302227,0.10203338561505713
194,0,0.0,0.0638023750840242
212,7,0.23838185193816921,0.2830635222944208
269,26,0.07788159138579819,0.11323661214429756
1,11,0.0,2.8008066323101054e-05
498,24,0.2058926733720714,0.1777111808200762
980,11,0.0,2.8008066323101054e-05
791,22,0.43339155391339185,0.20543916647994623
491,22,0.001698172991062661,0.009410710284561955
707,26,0.0,0.036802599148554785
91,3,0.0,0.0
41,20,0.06648668040567611,0.10351781313018149
497,15,3.5351326722198796e-05,0.005769661662558817
133,0,0.06553350389257387,0.25527952050190456
498,21,0.17161759815230399,0.10739693031593099
273,0,0.4755277167494586,0.382072036746583
516,24,0.14943267667152857,0.15573885278960342
145,21,0.14444159306171295,0.15239188886399282
807,14,0.12508477771871343,0.10220143401299575
488,3,0.0,0.007800246470983644
943,27,0.0,0.0
262,20,0.5215446696745845,0.27974456643513335
851,21,0.7125924044401266,0.47720143401299575
246,11,0.0,2.8008066323101054e-05
841,25,0.06005928548422152,0.2504761371274927
25,22,0.2351478601972866,0.278134102621555
22,24,0.2735145241580492,0.058158749719919335
427,14,0.006321340941287993,0.01889144073493166
127,7,0.09015112037519542,0.12432780640824558
710,20,0.44760802448930426,0.3425386511315259
56,14,0.4056905161555563,0.24354414071252523
981,15,0.0,0.0015824557472552095
743,11,0.130185843233887,0.1421549406228994
598,25,0.0,2.8008066323101054e-05
378,7,0.03835488018518858,0.04084976473224289
774,0,0.05998465490558577,0.2502240645305848
68,0,0.0,2.8008066323101054e-05
13,15,0.20756073227000033,0.2624915975801031
216,14,0.014505827731675573,0.07259690790947793
785,20,0.563545973745748,0.18104414071252523
215,25,0.3686436350590891,0.2356738740757338
963,24,0.017189909945768446,0.04491093434909254
453,21,0.006708896226835061,0.04065370826798118
47,21,0.0,0.0
936,24,0.5056208609488296,0.5690398834864441
455,24,0.0,0.0004761371274927179
825,3,0.05015436746002027,0.12557416535962357
454,15,0.7857002574100308,0.5266636791395922
261,7,0.04500878545934466,0.045835200537754875
460,15,0.44597793553489173,0.5575285682276496
536,26,0.0,0.000560161326462021
270,26,0.16875806861299725,0.31651915751736504
613,7,0.0,2.8008066323101054e-05
609,3,0.17931240360216927,0.16758626484427516
978,7,0.014247893977443235,0.03652251848532377
635,26,0.34643645533556267,0.218126820524311
960,27,0.8073274135136338,0.5452190230786467
305,26,0.0029459438935165666,0.13735155724848758
710,14,0.014370968966772372,0.3319516020613937
219,11,0.0,0.0
149,0,0.4868231202913997,0.062303943535738295
640,14,0.11612256174043746,0.1288231010531033
403,11,0.4302557603022931,0.24890768541339905
970,3,0.14825298980572482,0.14660822316827246
930,22,1.4402392368303215e-05,0.013219807304503697
957,27,0.165517530330129,0.16608783329598925
436,15,0.498143400692886,0.2774058928971544
7,15,0.2917047457192162,0.1446756665919785
881,22,0.0,2.8008066323101054e-05
838,25,0.08799338013674417,0.07023022630517589
746,26,0.0034290786920532835,0.033259578758682504
390,26,0.0,0.0
170,11,0.1662180103225874,0.106150571364553
621,24,0.0,0.0
29,3,0.04795865727805258,0.08895361864216894
80,24,0.2980627472956235,0.29180203898722834
583,15,0.023161665545025807,0.0955355142280977
798,26,0.0,0.0
363,7,0.15404667946297407,0.10972159982074838
17,27,0.20508613939944642,0.26111920233027114
723,7,0.0028137037454076005,0.018835424602285458
164,21,0.16488906229951214,0.16164855478377774
692,15,0.4950848562772172,0.5664771454178804
22,11,0.00016366354963980926,0.003024871162894914
218,11,0.0,0.0
374,3,0.0,2.8008066323101054e-05
425,20,0.30471534326138244,0.3008906565090746
151,24,0.9369201400436261,0.5504985435805512
165,14,0.0,0.00018205243110015686
112,7,0.0,0.0
329,26,0.005941641506123635,0.14219695272238406
532,26,0.006715442768820653,0.03998151467622676
420,0,0.48215150793048095,0.17477033385615057
230,21,0.8301735357349541,0.5409477929643738
329,27,0.0,0.05628220927627157
914,3,0.7874468748117869,0.5292544252744791
867,15,0.3690429741202102,0.3095311449697513
829,20,0.0005407443680099298,0.005391552767196953
776,22,0.0,1.4004033161550527e-05
664,3,0.0,0.0
807,3,0.007347838724628877,0.02282657405332736
128,24,0.0,0.0
595,15,0.2643271071354689,0.2594947344835313
279,7,0.0,0.0
363,20,0.5193201547078802,0.06328422585704684
586,26,0.25104155482990775,0.4770753977145418
754,22,0.19136720601443905,0.17146538203002465
208,24,0.23712360656853837,0.47185189334528344
514,7,0.0,0.0
766,22,1.7021009162540164e-05,0.016958884158637687
685,0,0.0,2.8008066323101054e-05
125,24,0.21097148064449395,0.2950369706475465
184,3,0.9961453960788832,0.5594611248039435
673,14,0.27192633307234454,0.13508290387631638
733,14,0.15061367284572943,0.09956867577862424
839,11,0.1821208701139884,0.2837637239524983
768,15,0.4931523170830704,0.27712581223392335
218,21,0.13208826833490014,0.1446476585256554
346,14,0.16465076817123658,0.16183060721487788
297,0,0.01012488183491716,0.031172977817611473
656,20,0.44543980978367603,0.5556800358503249
202,3,0.00028019199698335346,0.00907461348868474
318,20,0.2502965583519473,0.2089541788034954
662,3,0.09820729494266538,0.1271006049742326
52,11,0.0,0.0
959,3,0.3641723468829295,0.19619650459332288
98,22,0.019481199640725776,0.08746919112704458
664,14,0.0,0.06861976249159758
421,0,0.0017636384109185846,0.0265796549406229
561,7,0.451528093830277,0.25918664575397715
467,26,0.17287977144712618,0.1640292404212413
76,24,0.2078841314440886,0.18527335872731346
966,7,0.0,0.07041227873627605
697,20,0.06380914473356883,0.05643625364104862
379,24,0.12739046980603905,0.1037138695944432
304,21,0.18433621992191285,0.10967958772126372
516,7,0.7241365765775202,0.4945664351333184
245,20,0.0,2.8008066323101054e-05
919,25,0.36819454227887743,0.19985155724848758
264,0,0.446234559980727,0.5584388303831503
369,7,0.0,0.02419896930315931
915,7,0.0636651208098858,0.34955467174546273
277,20,0.4151149179980151,0.5028288146986333
260,20,0.268163380739026,0.132758234371499
684,0,0.0,0.0
276,26,0.18606974423969772,0.2472552095003361
323,7,0.2652946860409395,0.22269213533497648
709,21,0.17349514639377187,0.33260979161998655
218,14,0.0,0.0
155,27,0.0,0.0
173,25,0.011243031206056337,0.02897434461124804
601,20,0.5917196718349433,0.5886175218462918
163,20,0.090058159479,0.07205075061617747
195,15,0.0,0.0
173,27,0.43555191276863736,0.5232887071476585
938,3,0.0,0.0
379,14,0.00014140530688879518,0.012715662110687878
934,15,0.1882039169270008,0.1783553663455075
427,21,0.053938268727692654,0.07578982747031145
79,21,0.1861037862580228,0.1775991485547838
519,20,0.1518810833741401,0.15489861079991038
781,14,0.0,0.06601501232354919
403,14,0.26054058725100226,0.28972944207931883
849,26,0.176104598029229,0.16461740981402645
979,25,0.15316813352850756,0.15267196952722384
116,15,0.2549079425265986,0.1863096571812682
789,15,0.0,0.0
851,14,0.0,0.022588505489581
992,11,0.0,2.8008066323101054e-05
569,11,0.28555754279474493,0.27970255433564867
614,24,0.15554714688607182,0.046745462693255656
36,15,0.16360463076193893,0.3068143625364105
269,22,0.7531835833675935,0.46965326013892
154,15,0.0,0.002016580775263276
202,26,0.16790309022967886,0.16286690566883263
699,0,0.0,0.0
612,24,0.17414980059233112,0.2798145866009411
195,0,0.0,2.8008066323101054e-05
554,11,0.0,0.0005181492269773695
34,21,0.3842388073771672,0.20266636791395923
938,15,0.08174666977409192,0.2706839569796101
671,26,0.48062747295623504,0.3953898722832176
349,27,0.0029341601179425003,0.017140936589737844
502,20,0.7975259308528049,0.543650571364553
74,7,0.00037053427638452817,0.0063158189558592875
588,22,0.0,2.8008066323101054e-05
789,3,0.4463026440173771,0.5588309433116738
706,3,0.24048852914913285,0.28583632086040783
429,26,0.035372275656552696,0.08333800134438718
555,3,0.13062184293012744,0.14474568675778623
522,0,0.29653478439618625,0.2962413174994398
617,3,0.0,0.019913735155724848
747,27,0.15316027767812485,0.15671913511091196
130,20,0.0,0.0004761371274927179
401,26,0.0,0.0
454,26,0.06606639241020108,0.10326574053327359
119,24,0.47453918890963415,0.274675106430652
951,20,0.002487685954525101,0.02973056240197177
386,15,0.003472285869158193,0.021748263499887968
680,24,0.6882981871315933,0.06996414967510643
195,25,0.15462146584930908,0.15634102621555007
134,26,0.29655573333054014,0.28933732915079546
359,22,0.2074088524959346,0.18495126596459782
364,14,0.21097148064449395,0.2950369706475465
304,24,0.7854855308329034,0.3856430652027784
361,27,0.002512562814070352,0.02494118306072149
642,22,0.29449488191347567,0.14513779968630966
833,26,0.0,0.0
5,26,0.0,0.0
828,24,0.006711514843629298,0.028092090522070356
753,27,0.00949903242109453,0.04363656733139144
915,14,0.0,2.8008066323101054e-05
259,3,0.0,0.059671185301366794
430,7,0.0,0.0
700,24,0.0,0.0
811,15,0.06997860590079108,0.1063466278288147
743,14,0.780938302769711,0.5402615953394578
498,15,0.0,0.000560161326462021
477,26,0.0,0.0
666,20,0.2076000115219139,0.2926982971095676
124,11,0.14961336123033092,0.15541676002688776
941,7,0.0,0.0
398,24,0.19895333886734348,0.17584864440958997
957,21,0.0,0.0016944880125476138
840,25,0.19801718336340376,0.1751064306520278
800,24,0.0004621858641828213,0.030178691463141387
376,15,0.5497065839882057,0.4403288146986332
257,26,0.0,0.069011875420121
821,3,0.0,0.000560161326462021
368,15,0.2971580151932146,0.490435245350661
559,27,0.4232077532006044,0.24726921353349765
244,0,0.19552818810048156,0.17355198297109567
537,3,0.0,0.006427851221151692
227,20,0.3797583540422278,0.24753529016356712
962,24,0.07561648785878324,0.11131805960116514
550,15,0.2010521602279244,0.1825425722608111
625,20,0.7376106692922664,0.38123179475689
448,7,0.00038755528554706834,0.008178355366345508
623,27,0.4601852409520243,0.35808312794084696
950,24,0.0,2.8008066323101054e-05
555,11,0.008735705625574458,0.32887071476585256
439,3,0.9961453960788832,0.5594611248039435
239,20,0.6625323071846989,0.3718070804391665
380,11,0.8655536672418894,0.5440846963925611
854,21,0.2815418939407826,0.2933424826349989
906,21,0.21097148064449395,0.2950369706475465
593,26,0.07094618480626164,0.10703282545373068
603,14,0.2607343648937758,0.12903316155052655
381,11,0.02166512604711939,0.051618866233475245
887,26,0.008318036246893666,0.029590522070356264
694,21,0.0,0.022154380461572934
657,0,0.7610250313579361,0.5362144297557697
288,11,0.0,2.8008066323101054e-05
546,26,0.10191132839811355,0.14111864216894465
83,24,0.8942144280548129,0.5458912166704011
79,26,0.0,2.8008066323101054e-05
366,24,0.07252782934998075,0.11157013219807305
832,14,0.18987066651653264,0.2525767421017253
779,21,0.21728627504379636,0.46472384046605425
37,20,0.005046074562494599,0.02625756217790724
306,22,0.0,0.00037810889536186423
396,25,0.0,0.0004901411606542685
165,20,0.0,0.08532657405332736
669,11,0.17798738350428536,0.16694207931884383
251,25,0.16356535151002538,0.1130545597131974
94,22,0.0,0.0004761371274927179
524,22,0.0,0.000560161326462021
685,7,0.06090771732555429,0.2524086937037867
273,11,0.1676791984937716,0.10641664799462246
999,21,0.06825424674178605,0.058480842482635
810,11,0.4693621835074277,0.17383206363432668
255,26,0.21665387908798814,0.46375756217790726
702,15,0.04624084466103315,0.045919224736724176
418,26,0.7176018183675019,0.07255489580999328
975,14,0.3237972038409871,0.3035514228097692
436,0,0.04273451677354988,0.044966950481738745
228,24,0.0022022567239532733,0.01088113376652476
876,3,0.0,0.0
422,0,0.0,0.054923818059601164
637,14,0.0037027241470510446,0.021944319964149677
307,26,0.6370531657767734,0.3662194712077078
810,22,0.21876841214933448,0.2995462693255658
607,27,0.0,0.0
950,3,0.39749555489799177,0.06000728209724401
308,24,0.0,0.05097468070804392
880,15,0.18161809568949489,0.283679699753529
353,14,0.719193937378398,0.07266692807528569
855,21,0.0,2.8008066323101054e-05
36,20,0.5359994343787724,0.1781313018149227
869,7,0.0,0.06986612144297558
91,22,0.0,0.06986612144297558
635,11,0.0,2.8008066323101054e-05
341,20,0.12226714604811446,0.10043692583464038
583,3,0.132539979731906,0.14558592874747928
395,3,0.0,2.8008066323101054e-05
390,22,0.4706073357930874,0.5634242661886624
510,27,2.880478473660643e-05,0.025627380685637465
206,27,0.022360368805989298,0.33416423930091865
181,20,0.25588861451604034,0.47975016804839793
943,15,0.0,0.0
648,3,0.5645986576970312,0.18128220927627156
572,20,0.4438987538002676,0.061267645081783555
74,22,0.8445654536360804,0.5413539099260587
348,27,0.0003574411924133434,0.00980282321308537
987,15,0.00351811166305734,0.02233643289267309
610,21,0.0,2.8008066323101054e-05
330,0,0.16213296812357775,0.15998207483755322
862,11,0.0,4.201209948465158e-05
933,21,0.2925793637284913,0.2852341474344611
73,11,2.618616794236948e-06,0.000742213757562178
247,24,0.4805332027516425,0.27603349764732243
165,0,0.163539165342083,0.1610883934573157
62,26,0.19994186670716793,0.1486668160430204
813,22,0.0,0.06957203674658302
763,11,0.0,0.07031425050414519
142,24,0.185509360245731,0.2847580103069684
973,25,0.0003980297527240161,0.013415863768765406
572,15,0.4608163275994354,0.3587833295989245
748,0,5.6300261076094384e-05,0.00851445216222272
251,0,0.0005184861252589157,0.005111472103965942
497,11,0.16215129844113743,0.16514956307416537
255,14,0.000350894650427751,0.02442303383374412
440,20,0.5330796766531982,0.2809909253865113
607,7,0.4696463034296024,0.1739440958996191
265,3,0.8752045794370498,0.565398834864441
749,27,0.0,0.0
944,26,0.07219002778352418,0.26289771454178806
284,21,0.024837580293337453,0.03587833295989245
623,15,0.27215284342504603,0.058060721487788486
971,0,0.015528397589825103,0.03005265516468743
254,7,0.24866908801432908,0.20815594891328704
166,3,0.0303550058787947,0.07833856150571365
484,3,0.05008497411497299,0.0914603405780865
273,26,0.1032690812059254,0.08295989244902532
807,0,0.18853386264307467,0.12809489132870266
799,26,0.0,2.8008066323101054e-05
726,0,0.00038362736035571287,0.003837105086264844
25,26,0.00021341726873031126,0.00505545597131974
697,3,0.07339197289207894,0.13618922249607887
109,27,0.0,0.0
833,11,0.6036658016502523,0.0664911494510419
623,7,0.4858817275538715,0.17493838225408917
326,15,0.00047135102296265067,0.019493614160878334
601,26,0.00031423401530843376,0.00876652475913063
242,25,0.12254733804509782,0.1008010306968407
873,24,0.5805290129647718,0.06569291956083352
315,15,0.6352175154040133,0.36469303159309885
785,25,0.0,0.032573381133766524
164,11,0.00023960343667268075,0.006091754425274479
992,26,0.008363862040792812,0.053775487340354026
174,26,0.18888737591029667,0.12900515348420347
849,21,0.0,0.0
155,0,0.007317724631495152,0.028582231682724626
643,21,0.04101146692294196,0.04391664799462245
161,27,0.0004189786870779117,0.011231234595563522
932,15,0.27253908940219596,0.1356710732691015
263,11,0.0,0.0
429,7,0.7627389160497642,0.47917600268877436
603,20,0.9369201400436261,0.5504985435805512
699,21,0.0,0.07049630293524535
728,24,0.8722219749084139,0.5625560161326462
9,22,0.1691731193748838,0.42786522518485326
19,25,0.0,0.0005741653596235716
705,0,0.0,0.06356430652027784
3,15,0.0,0.057374523862872506
963,20,0.16189336468690507,0.15981402643961462
179,25,0.0388668197684619,0.06661718574949586
472,3,0.0,0.0
305,7,0.21876841214933448,0.2995462693255658
35,15,0.23954582710320754,0.05031649114945105
578,26,0.16713452620057034,0.31251400403316154
312,24,0.632308232145616,0.35644465606094555
88,22,0.0,2.8008066323101054e-05
98,14,0.17021925678418146,0.1701490029128389
115,27,0.014513683582058285,0.16163455075061617
668,25,0.0326227280226039,0.08095731570692359
833,7,0.06041672667663486,0.25166647994622454
320,25,0.11815984560635381,0.09598364328926731
641,22,0.01334185256663725,0.024409029800582568
292,26,0.4239029959594743,0.20478097692135336
935,20,0.20687989190349873,0.18474120546717454
